sentences,keywords,cluster_ID_kmeans
Hangover/American Sniper crossover Bradley Cooper wakes up and can't remember who he's shot,"bradley cooper, american, cooper",2
The Real American Sniper Why Chris Kyle Wasnt A Hero ,"chris kyle, real american sniper, hero",0
OccupyBawlStree 341 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
it really bothers me how critical people are of American Sniper and Chris Kyle like he sacrificed so much just let him rest in peace,"chris kyle, kyle, american, american sniper, peace",0
10thAmendment 324 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
Kidderdoc 668 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"chris kyle, american sniper ' over obama 's empty chair, chair, american sniper",0
Todd Palin on 'American Sniper' 'Chris Kyle is a true American hero' Read more ,"chris kyle, american, american hero, american sniper",0
American sniper is some film Bradley Cooper really done the part well,"film bradley cooper, bradley cooper, part",2
"I wish more people knew who Chris Kyle was before the movie ""American Sniper"" came out No one knew how big of a hero he was until the movie","sniper, chris kyle, movie, american sniper, one",0
When Libs like Michael Moore or Seth Rogen hate on AmericanSniper and try to say ChrisKyle was a coward Just ,"chriskyle, coward, seth rogen, americansniper",1
American Sniper Chris Kyle Interview - CONAN on TBS ,"chris kyle, american sniper chris kyle interview-conan, tbs",0
Just saw American Sniper That was one of the most powerful movies I've ever seen Bradley Cooper was absolutely amazing in that role,"seen bradley cooper, bradley cooper, american sniper, role",2
GuyMonzeglio 22 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
MarianDClough 998 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
"""jeffdunham The only hero Michael Moore respects AmericanSniper ChrisKyle ","chriskyle, michael moore, americansniper",1
Taya Kyle widow of the American Sniper Chris Kyle speaks w/JordanaWCCO ,"jordanawcco, chris kyle, the american, taya kyle, taya kyle widow, w",0
How do get a hit marker with a sniper rifle I saw American sniper that doesn't happen Chrisfcasni RudisNolan mattcade524,"sniper, marker, sniper rifle, chrisfcasni rudisnolan mattcade524, american, american sniper",2
bja_tw 961 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
JonVince1 137 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
But the whole of AMERICAN SNIPER is a series of questions posed at the Cooper character but that he refuses to answer,"cooper character, questions, character, cooper",2
Jkearney12 So funny that before american sniper came out Most of you had no idea who Chris Kyle was But I mean Amen,"chris kyle, idea",0
"Just saw terrific ""American Sniper"" Why did critics get idea that it was pro-war Just because Clint E made it War's senselessness clear","war, clint e, idea, american sniper",2
American Sniper - Great movie Clint Eastwood - Great director Chris Kyle - American hero Thanks Chris for giving everything,"chris, chris kyle-american, everything, clint eastwood-great, thanks",0
"dove34c ""dkitchen2334 ChrisKyleFan Just saying HonorChrisKyle AmericanSniper RedNationRising ","dkitchen2334 chriskylefan, rednationrising, honorchriskyle americansniper rednationrising",1
Dinkiedow 835 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
To anybody who says anything bad about Chris Kyle or American sniper pick up a gun and fight for yourself You don't deserve protection,"chris kyle, fight, american, american sniper pick, gun, pick",0
larry8061 seanhannity AmericanSniper Chris Kyle never should've been in Iraq looking for people to killluckily a vet stopped him,"iraq, vet, chris kyle, people",0
Good man | Bradley Cooper surprises troops at 'American Sniper' screening ,"troops, american sniper, screening, | bradley cooper, american sniper '",2
indigenous01 678 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
Saw AmericanSniper Good to see BillyMiller So many emotions but phenomenal acting BradleyCooper ,"many emotions, bradleycooper, billymiller",2
"Anne Hathaway absolutely loved Bradley Cooper in ""American Sniper"" ","sniper, bradley cooper, american sniper",2
For the last 10 minutes of American Sniper and walking out it was completely silent in the theatre RIP Chris Kyle a legend a hero,"chris kyle, theatre, legend, american sniper, hero",0
going to need to get me a Chris Kyle ASAP AmericanSniper,"chris, a chris, americansniper",0
Let me just start off by saying Bradley Cooper is hot as fuck in American Sniper As if he couldn't be anymore attractive he bulked up ,"sniper, bradley cooper, fuck, american sniper",2
madsenjim 102 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"chris kyle, american sniper ' over obama 's empty chair, chair, american sniper",0
American Sniper didn't disappoint Neither did you BradleyCooper AmericanSniper,"neither, bradleycooper, americansniper",1
Better shooter Favorite for Bradley Cooper on American Sniper retweet for Mathew Walkowiak,"bradley cooper, american sniper retweet, mathew walkowiak, american sniper, walkowiak",2
najrakan 211 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"chris kyle, american sniper ' over obama 's empty chair, chair, american sniper",0
Holy shit Chris Kyle is the man If you haven't gone to see American Sniper I would get on that right away,"sniper, chris kyle, man, american, american sniper",0
purespoken 983 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
ReturnToTheUSA 356 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
Next Nominee - BradleyCooper in AmericanSniper ,"next nominee-bradleycooper, americansniper",1
AmericanSniper with becoming_skyler  ,becoming_skyler,2
I liked a YouTube video from sayshawnbradley ,"youtube video, sayshawnbradley, youtube",2
Just watched American Sniper for the second time Chris Kyle definitely got laid,"chris kyle, american sniper, second",0
Clint Eastwood and Quentin Tarantino are teaming up for another 'glorified sniper' movie AmericanSniper MMFlint ,"mmflint, sniper, clint eastwood, quentin tarantino",2
"Hi Kids Here are my thoughts on ""American Sniper"" Bradley Cooper BRAVO ","bravo, bradley cooper bravo, american sniper",2
SALUTE - GOOD FOR HER > NYDailyNews - AMERICAN SNIPER widow Taya Kyle hunts antelope in video released to honor late husband Chris Kyle,"antelope, chris kyle, kyle, taya kyle, video",0
El Estreno de la Semana (22/01 - Crtica - Francotirador (American Sniper - Por Carlos Federico Rey Eastwood ,"rey eastwood, eastwood, semana, rey, el estreno de la",2
Many seem to miss the point of Clint Eastwood's AmericanSniper writes tyburr ,"tyburr, clint eastwood 's, americansniper",1
BAMAPERRY mtaibbi AmericanSniper That's why we don't buy RollingStone But because of guys like Chris they can say what they want,"chris, americansniper, rollingstone",1
SHUT UP FAT ASS Michael Moore Calls American Sniper Chris Kyle A Coward Not A Hero ,"american sniper chris, sniper chris, coward, michael moore, a coward, hero",2
"""Captain America 3 American Sniper"" (2015 Less nuanced than the original but Cooper wows","sniper, cooper, captain america 3 american sniper, american sniper",2
Oscar-worthy dedication Find out how many pounds Bradley Cooper packed for AmericanSniper ,"bradley cooper, cooper, americansniper",2
" Here's why Chris Kyle's murderer is worried about the film ""American Sniper"" ","chris kyle 's, sniper, murderer, american sniper",0
Bradley Cooper in AmericanSniper was excellent great movie,"bradley cooper, movie, americansniper",2
P cool how Dahmer was punished for killing brown men and Chris kyle got a movie AmericanSniper,"chris kyle, brown men, americansniper",0
'Savagedespicable evilThats what we were fighting in IraqI only wish I had killed more'C Kyle the real AmericanSniper Glorified Murderer,"murderer, iraqi, americansniper glorified murderer, more'c kyle",1
Attorneys for Chris Kyles Killer Are Complaining About American Sniper [Video] ,"sniper, video, chris kyles killer, american sniper",0
Enjoyed AmericanSniper at the GateCinema Great performances from Bradley Cooper and Sienna Miller,"bradley cooper, the gatecinema great, great performances, sienna miller, miller",2
Good Mornin HonorChrisKyle AmericanSniper TheLegend RedNationRising navyseals ChrisKyle ChrisKyleAmericanHero ,"chriskyleamericanhero, chriskyle chriskyleamericanhero",2
10 Ways To Shut Down A Fellow Christian Who Is An American Sniper Critic ,"fellow christian, an american sniper critic, critic",2
Kudos 2 cvpayne PeteHegseth 4 taking mtaibbi of RollingStone 2 task 4 big time diss of HonorChrisKyle in AmericanSniper,"americansniper, honorchriskyle, rollingstone 2, big time diss, mtaibbi",1
The fascinating life of Chris Kyle the 'American Sniper' ,"chris kyle, american, american sniper",0
Not getting involved into whether AmericanSniper was political in this post The movie just sucked Typical saccharin Eastwood movie all,"typical, eastwood, movie, typical saccharin eastwood movie",2
Stand with ADC in asking Eastwood Cooper and the public to condemn bigotry using the AmericanSniper hashtag ,"eastwood cooper, hashtag, bigotry, americansniper",1
"What ""American Sniper"" got right and wrong about Navy SEAL sniper Chris Kyle ","chris kyle, navy, kyle, american sniper",0
Honestly don't understand the controversy surrounding American Sniper Chris Kyle did his job by protecting  ,"chris kyle, american, american sniper chris kyle, job",0
Russell Brand American Sniper s Chris Kyle lets fans say I don t give a flying f*ck ab ,"brand american sniper, chris kyle, fans, f*ck, t",0
Ways that BradleyCooper's role in AmericanSniper has a not-so-ideal effect ,"effect, bradleycooper, americansniper",1
gerfingerpoken Clint Eastwood keeps getting it right AmericanSniper,"clint eastwood, americansniper",1
one can only wonder how many confirmed kills American Sniper Chris Kyle would have had had he actually used any of his killstreak perks,"chris kyle, american, american sniper chris kyle",0
CommentsOnNati1 9 - (IBD Americans Prefer Chris Kyle and 'American Sniper' Over Obama's Empty Chair ,"empty, chris kyle, kyle, american sniper, american sniper ' over obama 's empty chair, chair",0
7 big lies American Sniper is telling America about Iraq and Chris Kyle ,"chris kyle, iraq, america, kyle",0
American Sniper is the best movie I've seen in years and probably the best movie ever Respect to Chris Kyle and EVERYONE who serves,"best movie, chris kyle, 've, everyone, years",0
"""CauseWereTexas Retweet if you support Chris Kyle AmericanSniper ","causeweretexas retweet if, chris kyle americansniper, americansniper",1
AmericanSniper easily one of the best films I've ever seen Bradley Cooper is fantastic as is the Story Legend,"seen bradley cooper, bradley cooper, legend",2
God bless your soul Chris Kyle Thank you for all that you did to protect our freedom AmericanSniper ,"chris kyle, americansniper, soul",0
Ted Nugent Rocks National Anthem in Defiant Salute to American Sniper Chris Kyle and US Military ,"chris kyle, american sniper chris kyle, military, american, us military, defiant salute",0
Korver >>>>> Curry // RT anthonyVslater American Sniper II The story of Kyle Korver's 2014-15 NBA season ,"sniper, ii, kyle korver, american, kyle korver 's, korver",0
